RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT
672579,.. 고구마 파이 ..,고구마파이,thddlf30,딸기공주,5744,1.0,53.0,굽기,간식,밀가루,빵,,,6인분이상,아무나,60분이내,20080520030610.0
672581,참치 야채죽 끓이기,참치야채죽,thddlf30,딸기공주,16668,4.0,129.0,끓이기,일상,채소류,밥/죽/떡,참치를 이용해서 참치 야채죽을 만들어 보았답니다.,[재료] 밥 2공기정도| 참치| 당근| 양파| 애호박| 표고버섯| 계란| 실파 [양념] 참치기름 1큰술| 다진마늘 1큰술| 소금 약간 | 후추 약간 | 생강가루 약간 ,2인분,초급,30분이내,20080520031958.0
672814,양송이버섯장조림 만들기,양송이버섯장조림,young4652,물향기,59121,59.0,624.0,조림,일상,버섯류,밑반찬,언젠가 잡지에서 보았던 버섯조림이 생각나 어제 저녁에 냉장고에 있는 버섯으로 맛나게 만들었어요. 짭짤한 것이 밑반찬으로 딱이여요~,[재료] 양송이버섯 20~30개| 통 마늘 15~20쪽| 꽈리고추 10개| 굵은소금 1작은술 [조림장 양념] 물 1컵(머그컵기준)| 진간장 4큰술| 설탕 1큰술| 물엿(or조청or꿀) 1큰술| 맛술(청주) 1큰술| 통깨 조금,4인분,초급,30분이내,20080520113753.0
673281,스트로베리 아이스크림과 와플콘,아이스크림,okwn7,센,8396,7.0,74.0,기타,간식,과일류,디저트,달콤한 홈메이드 스트로베리 아이스크림과 와플콘의 만남! 스트로베리 아이스크림 & 와플콘~ 함께 만들어 봐요~,[아이스크림 재료] 냉동딸기 또는 생딸기 350그램| 달걀 노른자 2개| 설탕 130그램| 레몬즙 1큰술| 바닐라설탕 1큰술| 생크림 200그램| 우유 70ml| 토핑용 딸기 70~100그램 와플콘 : 달걀 흰자 2개분| 설탕 60그램| 박력분 65그램| 버터 2큰술| 우유 30ml| 소금 1/4ts,4인분,중급,60분이내,20080520173506.0
673457,두부 야채죽 ,두부야채죽,thddlf30,딸기공주,19147,7.0,180.0,끓이기,이유식,채소류,밥/죽/떡,아침식사로 좋은 영양만점 두부 야채죽입니다.,,2인분,초급,30분이내,20080520211156.0
673467,.. 굴전 ..,굴전,thddlf30,딸기공주,5856,3.0,12.0,부침,영양식,해물류,밑반찬,요 사진은용 ~ 오늘 아침에 딸기가 만든 요리 인대용 ~ 요즘 < 굴 > 이 많이 나오 잖아용 ~ 그래서 ~ < 굴 > 을 이용한 < 전 > 을 부쳐 보았답니당 ~ 만들기도 열라 쉽고 ~ 뽀대도 남시롱 ~ 아무튼 맛도 좋아용 ~ 캬캬캬,,2인분,아무나,30분이내,20080520213014.0
673470,어묵볶음,어묵볶음,thddlf30,딸기공주,4759,2.0,14.0,볶음,일상,가공식품류,밑반찬,저렴하고 간단하고 맛있는 밑반찬 어묵볶음입니다.,,3인분,초급,30분이내,20080520213544.0
673479,메추리알 떡갈비 구이,메추리알떡갈비구이,thddlf30,딸기공주,3149,4.0,47.0,굽기,손님접대,육류,메인반찬,아이들 반찬으로도 좋은 메추리알 떡갈비구이입니다.,,2인분,초급,30분이내,20080520215318.0
673492,.. 홍합 떡국 ..,홍합떡국,thddlf30,딸기공주,3310,0.0,6.0,끓이기,술안주,해물류,국/탕,오늘 아침에는 딸기가용 ~ 시원한 < 홍합 떡국 > 을 만들어 보았는대용 ~ 지금부터 후딱 < 포스트 > 한번 올려 볼게용 ~,,4인분,아무나,30분이내,20080520220948.0
673499,[와인안주].. 과일 식빵 카나페와 식빵 우유죽 ..,과일식빵카나페,thddlf30,딸기공주,9118,2.0,52.0,기타,간식,밀가루,디저트,오늘 아침에는요 ~ 간단하게 ~ < 스파게티 > 와 < 과일 식빵 카나페 > 를 만들어 보았는대용 ~ < 스파게티 > 는 그냥 ~ 시중에서 파는 < 소스 > 로 만들었기에 ~ 오늘은 ~ < 과일 식빵 카나페 > 만 올릴게용 ~,,2인분,아무나,15분이내,20080520222440.0
673508,.. 두부 야채 계란말이 ..,두부야채계란말이,thddlf30,딸기공주,18992,17.0,83.0,부침,일상,달걀/유제품,밑반찬,< 두부 야채 계란말이 > 레시피를 올려 볼까해용 ~ < 레시피 > 라고 할 것 까지도 없이 ~ 엄청 쉬운건대용 ~ 그래도 한번 올려 볼게용 ~,,2인분,초급,30분이내,20080520223215.0
673511,김치 볶음밥 베이컨 말이,김치볶음밥베이컨말이,thddlf30,딸기공주,15361,3.0,212.0,굽기,일상,달걀/유제품,밥/죽/떡,그냥 먹어도 맛있는 김치볶음밥에 베이컨을 말아 김치볶음밥베이컨말이를 만들어 보았습니다.,,2인분,초급,30분이내,20080520223651.0
673522,.. 삼각김밥 볶음밥 ..,삼각김밥볶음밥,thddlf30,딸기공주,10702,0.0,7.0,볶음,도시락,쌀,밥/죽/떡,요거는요 ~ 딸기가 며칠 전 < 저녁 > 때 쯤 장을 보러 나갔다가 ~ < 새벽 > 에 컴을 하면서 출출하면 먹을려구 ~ < 삼각김밥 > 하나를 사 가지고 온건대용 ~ 흐미 ~ 이 추운 < 계절 > 에 ~ 행여나 쉴까 봐서리 ~ 기냥 < 냉장고 > 에다가 저걸 넣어 두었답니당 ~ 그런데 이 놈의 것이 ~ < 냉장고 > 에 넣어 두었더니 ~ 완전 < 돌덩이 > 가 되버린 거에용 ~ 흑 ~ 이 배신자 ~ 아흑 ~~ 내가 널 월매나 맛나게 먹어 줄 수 있는디 ~ 아흑흑 그래서리 이 놈을 지금 달달 볶아 블라고용 !!,,1인분,아무나,10분이내,20080520224754.0
673526,.. 베이컨 감자말이 ..,베이컨감자말이,thddlf30,딸기공주,10550,3.0,153.0,굽기,간식,가공식품류,메인반찬,,,2인분,아무나,30분이내,20080520225830.0
673528,메추리알 감자 보트,메추리알감자보트,thddlf30,딸기공주,7244,5.0,140.0,굽기,간식,달걀/유제품,디저트,감자안에 메추리알을 넣어 만든 아이들 영양간식 메추리알감자보트입니다.,,2인분,중급,60분이내,20080520230305.0
674030,KFC 비스킷,KFC비스킷,ymgs1888,뽕브라,14301,8.0,263.0,굽기,간식,밀가루,과자,이젠 집에서 패스트푸드 따라잡기~ KFC 비스킷~,[재료] 박력분 300g| 무염버터 60g| 우유 120g| 설탕 30g| 소금 3g| 달걀 1개| b.p 4g| 바닐라 오일 1ts,6인분이상,초급,30분이내,20080521090049.0
674917,마늘조림,마늘조림,shriya,문성실,34914,34.0,336.0,조림,일상,채소류,밑반찬,재료도 넘 간단하고 건강 간식겸 반찬으로도 먹을 수 있으니깐  꼭 한번들 만들어 보세요. 마늘인지 젤리인지 쫀득한 마늘조림 이랍니다.,[재료] 마늘 2컵| 올리브유(포도씨유) 3큰술 [양념] 물엿 5큰술| 간장 1큰술| 맛술 1큰술| 소금 약간,6인분이상,초급,30분이내,20080521222057.0
675044,시판도넛 따라잡기 찹쌀도넛,찹쌀도넛,alsruddk66,밀키,11597,7.0,119.0,튀김,간식,곡류,빵,타피오카 전분을 사용해 만든 찹쌀도넛이예요. 시판 도넛의 형태로 만들어 친숙하죠? 다른 도넛보다 이 도넛은 쫄깃쫄깃하고 부드러운 맛이 일품이랍니다. ,[재료] 박력분 100g| 찹쌀도넛믹스 100g| 버터 30g| 설탕 20g| 계란 1개| 우유 150cc [글레이즈] 슈가파우더 1/2컵| 우유 1큰술| 딸기가루 조금| 냉동건조딸기 조금,4인분,초급,60분이내,20080522010949.0
675196,포카치아,포카치아,wine59,마이드림,2096,0.0,3.0,굽기,일상,밀가루,빵,이태리의 대표적인 음식  담백한 포카치아를 소개합니다~,[재료] 강력 쌀가루 300g| 물 150g| 올리브오일 10g| 설탕 10g| 드라이이스트 5g| 소금 3g| 올리브유 적당량 | 방울토마토| 올리브| 바질가루 적당량,3인분,중급,2시간이내,20080522093718.0
675335,꼬들꼬들 이맛 한번 느껴보세요~,도토리묵,young4652,물향기,20930,9.0,275.0,볶음,일상,가공식품류,밑반찬,횡성장에 가면 꼭 구입하는 말린도토리묵... 시골 할머님이 정갈하게 정성껏 도토리묵을 말려 파시는데.. 이맛이 꼬들꼬들 한게 다 먹고나면 또 다시 생각난답니다.. 근데 조금 비싸다는게 단점..^^ 집에서 말려볼까해서 해 보니 저희집은 말리기가 좀 불편하다는거.. 그래서 또 새로 구입한 오븐에 야채 건조 기능이 있어 해 보려니..흐미..4~6시간 정도 시간소요..전기세 장난아니겠쪄~ㅋㅌ 그래서 할머니가 말린신걸 늘 가믄 구입한답니다.. 대형마트가믄 구매 할수도 있다는데. .원주에선 큰마트가 이마트 딸랑 한곳인데 매번 가는게 번거롭다는.. 이웃님들도 말린 도토리묵에 매력에 함 빠져보세요~ 꼬들꼬들한게 기 막히게 맛나답니다..^^~,,4인분,아무나,60분이내,20080522115603.0
675338,아작아작 오이볶음,오이볶음,shriya,문성실,86684,37.0,869.0,볶음,일상,채소류,밑반찬,달랑 오이 하나랑 그리고 집에 있는 양념만 가지고도 만들 수 있는 반찬입니다.,[재료] 오이 1개| 굵은 소금 0.5큰술 [양념] 다진 마늘 0.5큰술| 설탕 0.3큰술| 참기름 0.5큰술| 깨소금 0.5큰술| 후춧가루 약간,2인분,초급,60분이내,20080522115812.0
675474,치킨 카레우동,치킨카레우동,okwn7,센,8066,6.0,137.0,끓이기,일상,닭고기,면/만두,우동사리 사다 놓은게 있길래 닭가슴살을 넣고 치킨 카레우동을 해먹었어요. 시간도 오래 걸리지 않고 너무 맛있는 치킨 카레우동이랍니다.,[재료] 우동면사리 1개| 하림 슬림 닭가슴살 1캔(삶은 닭가슴살 1쪽)| 양파 작은것 1/2개| 물 1/2컵| 3색 파프리카 1/3개씩| 데친 브로콜리 1줌| 포도씨유 1큰술| 카레가루 2큰술,1인분,초급,15분이내,20080522143709.0
676822,묵은지삼겹살 두루치기,묵은지삼겹살두루치기,young4652,물향기,54829,44.0,739.0,볶음,손님접대,돼지고기,메인반찬,종종 만들어 먹는 울 집 별미~ 삼겹살 불판에 구워먹고 남아 굽기두 모잘르고 그럴때 만들어 먹음 맛나요~ 김치볶음도 먹고 삼겹살두 먹꼬~ 어제 저녁 물향기네 메뉴랍니다.,[재료] 삼겹살 1공기| 잘익은묵은김치 1/2공기| 양파 1/2개 [묵은지양념] 설탕 1/2큰술| 참(들)기름 1작은술 [삼겹살양념] 진간장 1/2큰술| 다진 마늘 1큰술| 고추장 1큰술| 설탕 1작은술| 참(들)기름 1큰술| 맛술 1큰술| 매실액기스 1큰술| 후춧가루 조금,4인분,초급,30분이내,20080523132902.0
676858,정갈한 맛...떡잡채,떡잡채,young4652,물향기,10081,10.0,83.0,볶음,손님접대,쌀,메인반찬,오늘 이웃집에 점심 초대 받아 빈손으로 가지 뭐 하여 만들고 간 메뉴~ 아이들도 있고 함께 먹을수 있는 것으로 만들었답니다. 밥반찬으로두 간식으로두 좋고 손님초대 메뉴에두 어울리고 어르신들 상차림에두 좋아요.. 짜투리 남은 야채를 이용한 떡잡채..,,4인분,아무나,30분이내,20080523135844.0
676947,싱싱한 생과일이 듬뿍 과일 타르트,과일타르트,alsruddk66,밀키,10651,1.0,118.0,굽기,간식,과일류,과자,싱싱한 생과일이 듬뿍 과일 타르트입니다.,[파이반죽] 찬버터 80g| 박력분 150g| 계란 1개| 소금 조금| 설탕 20g [아몬드크림] 크림치즈 100g| 버터 30g| 계란 1개| 설탕 30g| 아몬드가루 70g| 오렌지술 1큰술 [나빠쥬] 살구쨈 2T| 물엿 1T| 물 1T| 생크림 1컵| 설탕 10g| 여러가지 과일,4인분,중급,90분이내,20080523155011.0
676978,황태 오븐구이,황태오븐구이,alsruddk66,밀키,11122,4.0,72.0,굽기,일상,건어물류,메인반찬,황태구이는 보통 고추장 양념으로 많이 구워 드시죠? 저는 시어머님께서 전수해주신 방법인 불고기양념장에 황태를 재웠다가 구워 먹고 있어요. 손님상에 놓으면 어른들께서 소고기보다 더 맛있다고 칭찬듣는 메뉴입니다. ,[재료] 황태포 380g| 밀가루 적당량 [양념] 간장 1컵| 북어육수 1컵| 물엿 1/2컵| 청주 또는 미림 1/2컵| 참기름 4큰술| 설탕 1큰술| 마늘 2큰술| 다진 대파 약간| 깨소금 2큰술| 후추 1작은술| 고춧가루 1큰술,4인분,중급,60분이내,20080523162457.0
677231,퓨전식 궁중 떡볶이,궁중떡볶이,okwn7,센,10428,2.0,41.0,볶음,간식,쌀,밥/죽/떡,갖가지 야채와 표고버섯  소고기 대신 닭가슴살을 넣은 스페셜 퓨전 궁중 떡볶이랍니다. 짭짤하고 달큰하고 고소한 궁중 떡볶이. 빨갛고 매운 떡볶이가 지겨울때도 어린 아이들 영양간식으로도 손님 접대용 메뉴로도 안성맞춤이랍니다.,[재료] 떡볶이떡(쌀떡) 1+1/2줌| 양파 1/2개| 데친 브로콜리 1줌| 빨강 파프리카 1/3개| 노랑 파프리카 1/3개| 주황파프리카 1/3개| 생표고(or말린표고) 3송이| 하림 슬림 닭가슴살 1캔| 대파 1줄기| 포도씨유 1큰술 [양념] 참기름 1/2큰술 [소스] 간장 1+1/2큰술| 굴소스 2큰술| 다진마늘 1/2큰술| 우스터 소스 1작은술| 후춧가루 1작은술| 설탕 1/2큰술| 요리당 1/2큰술,2인분,초급,15분이내,20080523182602.0
677235,녹차 아이스크림 ,녹차아이스크림,tomatosoup,강혜,10369,12.0,119.0,끓이기,간식,달걀/유제품,디저트,제가 좋아하는 녹차맛 진한 아이스크림을 만들었어요. 노른자 안들어가고 우유만 들어가는 레시피에요.,[재료] 우유 300g| 설탕 50g| 물엿 40g| 우유 100g| 전분 1Ts| 녹차가루 1.5Ts| 소금 약간| 생크림 200g,6인분이상,초급,2시간이상,20080523183442.0
677769,영양만점 해물콩나물밥,해물콩나물밥,ymgs1888,뽕브라,11926,11.0,46.0,비빔,일상,해물류,밥/죽/떡,매번 밥해먹기 귀찮거나 힘드시죠? 이젠 콩나물밥 푸짐하게 만드셔서 아침  점심  저녁이고 간장양념에 비벼서 드셔보세용. 배도 든든하고 영양도 으뜸이고~ 맛도 좋고~ 일석삼조라지요~~,[재료] 불린쌀 4컵| 콩나물 3줌| 오징어 1마리| 새우 8마리| 다시마 (10cm) 1장| 물 3컵 [양념장] 진간장 1/2컵| 고춧가루 1큰술| 참기름 0.5큰술| 통깨 0.5큰술| 다진 청양고추 1개| 다진 붉은고추 1개| 다진 대파 1/2뿌리 [양념] 청주 1큰술| 소금 약간,4인분,초급,60분이내,20080524010746.0
678008,새송이버섯 라이스그라탕,새송이버섯라이스그라탕,wine59,마이드림,7034,6.0,41.0,굽기,일상,버섯류,양식,새송이버섯 라이스그라탕입니다. 한식도 좋지만 가끔은 고소하고 약간은 느끼한 음식을 먹고싶을 때가 있어요. 치즈가 죽죽 늘어나고 여러가지 야채들과 톡 쏘는 핫소스와 함께 먹는 맛이 일품이네요.,[재료] 밥 2공기| 새우살 150그람| 새송이버섯 1개| 당근 1/4개| 양파 1/4개| 피망 약간| 버터 1큰술| 백포도주 1큰술| 피자치즈 100그람| 소금 약간| 후추 약간| 방울토마토 6~7알| 파마산치즈가루 약간| 건파슬리가루 약간 [화이트소스] 밀가루 2큰술| 버터 1큰술| 우유 1컵| 소금 약간| 후추 약간,3인분,초급,60분이내,20080524101126.0
679419,코코넛 마들렌 ,코코넛마들렌,tomatosoup,강혜,3293,1.0,24.0,굽기,간식,밀가루,빵,코코넛롱을 갈아 만들어 씹히는 맛이 있는 코코넛 마들렌을 만들었어요. 너무 부드럽고 달콤해서 티와 함께 마시면 좋을만한 과자에요.,[재료] 버터 100g| 꿀 20g| 박력분 70g| 코코넛가루 40g| 계란 2개| 레몬즙 2Ts| 설탕 70g,6인분이상,초급,30분이내,20080526003853.0
679471,벨기에 와플 ,벨기에와플,tomatosoup,강혜,7658,5.0,42.0,굽기,간식,밀가루,빵,부드럽고 쫄깃하게 씹히는 벨기에 스타일 와플입니다.,[재료] 박력분 100g| 강력분 100g| 물 110g| 소금 약간| 설탕 30g| 올리브오일 10g| 이스트 4g| 슈가파우더 약간,6인분이상,초급,60분이내,20080526005018.0
680329,누가 만들어도 참 맛있는 달걀말이,달걀말이,ymgs1888,뽕브라,14887,11.0,32.0,부침,일상,달걀/유제품,밑반찬,약간 짭쪼롬하게 하면 밥반찬으로 좋고요~ 좀 싱거우면 술안주나 출출할때 먹기 좋고요~특히 바쁜아침에 마땅히 먹을반찬 없을땐 초간단! 달걀말이가 최고지요~~,[재료] 달걀 4개| 대파 1/4뿌리 [양념] 청주 1| 소금 약간| 후춧가루 약간,2인분,초급,30분이내,20080526215347.0
680747,몸에 좋은 양파즙,양파즙,wine59,마이드림,21722,7.0,52.0,끓이기,일상,채소류,양념/소스/잼,요즘 햇양파는 맵지도 않고 달달하니 맛있더라구요. 양파의 좋은 점은 너무나 많아서 고가의 보약보다 훨씬 좋은 점이 많답니다. 양파즙을 만들어 보았어요.,[재료] 양파 2kg| 물 2kg| 대추 1줌(70g),6인분이상,초급,2시간이상,20080527083751.0
681489,딸기맛 코코넛머핀 ,코코넛머핀,hwa202,가시장미,1701,0.0,11.0,굽기,간식,밀가루,빵,버터+우유+계란은 미리 실온에 꺼내놓으세요. 박력분+베이킹파우다는 1번 체쳐주세요.,[재료] 박력분 190g| 딸기맛코코넛가루 100g| 베이킹파우더 9g| 버터 190g| 설탕 170g| 계란 2개| 우유 150g| 포피시드 20g| 바닐라오일 조금| 장식용 초코칩 적당량,6인분이상,초급,30분이내,20080527214022.0
681494,닭가슴살 치킨퀘사디아,치킨퀘사디아,hwa202,가시장미,7633,1.0,73.0,굽기,간식,닭고기,빵,슬림한 닭가슴살로 만든 간단한 멕시코요리 치킨퀘사디아입니다.,[재료] 닭가슴살 1캔(150g)| 양파 1/2개| 양송이버섯 3개| 청피망 1/2개| 홍피망 1/2개| 또띠아(십팔인치) 4장| 또띠아(육인치) 2장| 오일 적당량 | 피자치즈 적당량 [닭고기볶음양념] 카레가루 1+1/2TS| 소금 약간 | 후춧가루 조금 [살사소스] 토마토| 올리브오일| 화이트와인| 식초| 소금,2인분,초급,30분이내,20080527214610.0
681500,닭봉케찹조림,닭봉케찹조림,hwa202,가시장미,7428,3.0,41.0,조림,간식,닭고기,메인반찬,고소한 호두를 더한 닭봉케찹조림입니다.,[재료] 닭봉 300g| 양파 1/3개| 버터 1TS| 호두 40g| 월계수잎 1장| 물 120ml [닭봉 밑간] 우유 적당량 | 후춧가루 적당량 [조림양념] 케찹 7TS| 우스터소스 1TS| 핫소스 1TS| 현미식초 2TS| 황설탕 1TS| 요리당 1TS| 소금 1/4TS ,3인분,중급,90분이내,20080527215505.0
681503,닭가슴살볶음밥,닭가슴살볶음밥,hwa202,가시장미,12802,0.0,41.0,볶음,일상,닭고기,밥/죽/떡,부드러운 닭가슴살이 야채들이랑 잘 볶아져서 맛있는 닭가슴살볶음밥이랍니다.,[재료] 닭가슴살캔 1개| 양파 1/4개| 청피망 1/2개| 홍피망 1/2개| 완두콘캔 30g| 옥수수캔 30g| 밥 2공기 [양념] 매콤한맛굴소스 2TS| 소금 약간 | 오일 조금,2인분,아무나,15분이내,20080527220517.0
681509,치킨도리아,치킨도리아,hwa202,가시장미,11985,1.0,83.0,굽기,일상,닭고기,밥/죽/떡,든든하게 한끼해결  치킨도리아입니다.,[재료] 닭가슴살 200g| 양파 1/2개| 청피망 1/2개| 홍피망 1/2개| 당근(작은것) 1/2개| 양송이버섯 2개| 베이컨 4장| 밥 2공기 [양념] 우스터소스 1+1/2TS| 케찹 5TS| 소금| 후춧가루 조금| 파슬리가루 조금 [닭가슴살밑간] 청주 1TS| 마늘 2알(다지기)| 소금| 후춧가루 조금 [화이트소스] 버터 2TS| 밀가루 2TS| 우유 220ml| 피자치즈 조금| 소금| 후춧가루 조금,4인분,중급,30분이내,20080527221217.0
681788,흑미피칸 건포도 케이크,케이크,wine59,마이드림,2176,0.0,14.0,굽기,간식,밀가루,빵,제가 흑미밥은 좋아하는데요. 그동안 만든 흑미빵  흑미쿠키는 흑미향이 조금 별로였어요. 그런데 이 케익은 피칸을 많이 넣어서 그런지 아니면 건포도와 맛이 잘 어우려져서 그런지 맛이 아주 좋았답니다. 맛에 예민하신 아버님께서도 맛나게 잘 드시더라구요. ,[재료] 흑미 박력쌀가루 90g| 버터 65g| 설탕 65g(매실맛 허니파우더80g)| 물엿 10g| 계란 90g| 베이킹 파우더 2g| 소금 1g| 우유 10g,6인분이상,중급,60분이내,20080528091401.0
681921,매콤한 짜장덮밥,매콤짜장덮밥,ymgs1888,뽕브라,8774,5.0,59.0,볶음,일상,채소류,밥/죽/떡,시커먼 짜장덮밥을 만들어봤어요. 좀 특별하다면 청양고추를 듬뿍 넣었더니 매콤한 사천식 짜장덮밥이 된 거 있죵? 매콤해서 자꾸만 먹어도 질리지 않더라고용.,[재료] 돼지고기 1줌(200g)| 감자大 1개| 양파大 1/2개| 당근 1/4개| 애호박 1/3개| 청양고추 3개| 물 3.5컵 [짜장분말물 재료] 짜장분말 1봉| 물 1/2컵 [양념] 다진마늘 1큰술| 소금 약간 | 후춧가루 약간| 식용유 4큰술,4인분,초급,30분이내,20080528110438.0
682398,아삭아삭.꼬들꼬들~ 밥반찬으로 좋은 ,오이무침,young4652,물향기,26641,17.0,166.0,무침,일상,채소류,밑반찬,요즘 한창~ 오이에 물이 많고 달고 맛날때 만들어 드세요~ 아삭아삭하고 꼬들꼬들한게 밥반찬으로 좋아요~,,4인분,아무나,30분이내,20080528164230.0
682655,통밀 생크림 브레드,통밀브레드,okwn7,센,6826,7.0,122.0,굽기,간식,밀가루,빵,생크림을 넣고 통밀과 중력분을 섞어서 만들었더니 부들부들 빵결이 아주 끝내주더라구요. 부들부들 솜사탕 같은 빵결의 통밀 생크림 브레드랍니다.,[재료] 강력분 400그램| 중력분 100그램| 유기농 통밀분 50그램| 설탕 65그램| 생크림 200ml| 따뜻한 물 140~170ml| 소금 8그램| 플랙시드 가루(옵션) 2큰술| 인스턴트 드라이 이스트 12그램| 계란 1개| 버터 60그램,6인분이상,중급,2시간이상,20080528221855.0
682697,돼지고기 안심으로 만든 돼지고기 장조림 ,돼지고기안심장조림,shriya,문성실,386770,23.0,473.0,조림,일상,돼지고기,밑반찬,덩어리로 되어 있는 안심은 연하고 부드러워서 제가 돼지고기 부위 중에서 아주 좋아하는 부위예요. 연한 안심을 반찬으로 먹을수있는 장조림입니다. 어른 아이 모두 좋아할 맛이랍니다.,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,6인분이상,초급,60분이내,20080528235256.0
682718,오이부추무침,오이부추무침,shriya,문성실,78046,25.0,768.0,무침,일상,채소류,밑반찬,김치대신 금방 무쳐먹는 오이부추무침 만드는 법입니다.,[재료] 오이 1개| 부추 썬것 1줌| 양파 1/4개 [양념] 고춧가루 1T| 까나리액젓 1T| 설탕 0.5T| 다진 마늘 0.5T| 통깨 1T| 굵은소금 0.5T,2인분,초급,30분이내,20080528235934.0
682893,녹차 팥롤케이크,녹차팥롤케이크,tomatosoup,강혜,3964,3.0,63.0,굽기,간식,밀가루,빵,씁쓸하면서 달콤하고 부드러운 녹차시트에 팥앙금  팥배기  생크림이 정말 부드럽게 어울려요. 녹차랑 팥이 들어가서 인지 건강해지는 느낌에다가 어른분들에게 선물하기에도 좋을것 같아요.,[녹차시트 재료] 계란 4개| 설탕 65g| 버터 25g| 우유 13g| 밀가루박력분 60g| 녹차가루 10g [토핑 재료] 생크림 100g| 설탕 10g| 팥앙금 100g| 팥배기 적당히,6인분이상,고급,2시간이상,20080529005336.0
683113,쑥떡 떡볶이,쑥떡떡볶이,hwa202,가시장미,20724,3.0,33.0,볶음,간식,쌀,밥/죽/떡,이른 봄에 뜯은 쑥으로 만들어두었던 쑥떡을 꺼내 만든 떡볶이입니다.,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,3인분,초급,30분이내,20080529092123.0
683843,신선한 한접시 치킨 시저 샐러드,치킨시저샐러드,okwn7,센,11006,4.0,65.0,기타,기타,닭고기,샐러드,신선한 한접시 치킨 시저 샐러드입니다.,[재료] 로메인 10장| 양상추 3장| 하림 슬림 닭가슴살(삶은 닭가슴살 1쪽) 1캔| 방울 토마토 10개| 파마산치즈 약간 [시저 샐러드 드레싱] 노른자 2개| 우스터소스 1ts| 백후추 1/4ts| 엔초비 4마리| 포도씨유 80ml| 식초 2Ts| 파마산치즈 1Ts [올리브 크루통] 식빵 4장| 올리브유 2Ts| 파마산치즈가루 1Ts| 파슬리가루 약간,3인분,아무나,30분이내,20080529231946.0
685161,비엔나 마늘종볶음,비엔나마늘종볶음,hwa202,가시장미,12727,8.0,166.0,볶음,일상,가공식품류,밑반찬,톡톡터지는 고소한 비엔나 마늘종볶음입니다.,[재료] 비엔나소시지 140g| 마늘쫑 110g| 오일 조금| 소금(데침용) 약간 [양념장] 진간장 1+1/2TS| 요리당 1ts| 참기름 1ts| 청주 1ts| 통깨 적당량,2인분,초급,30분이내,20080531093306.0
685164,흑미식빵,흑미식빵,hwa202,가시장미,2916,1.0,22.0,굽기,간식,밀가루,빵,흑미가 들어가 더욱 건강하고 고소한 흑미식빵입니다. 쫄깃하면서도 부드러워요. 우유와 함께 먹으면 금상첨화랍니다. 아이들 간식이나 아침식사 빵으로 무척 좋아요.,[재료] 흑미가루 250g| 탈지분유 5g| 계란 우유 160g| 이스트 6g [양념] 설탕 25g| 버터 25g| 소금 4g,4인분,중급,60분이내,20080531094301.0
685531,주말엔 누구나 좋아하는 피자빵,피자빵,okwn7,센,27886,19.0,102.0,굽기,간식,밀가루,빵,집에 식빵과 야채  피자치즈등만 있으면 따로 도우를 만드는 수고 없이도 손쉽게 만들수 있는 누구나 좋아하고 맛있는 피자빵 함께 만들어 봐요.,[재료] 식빵 10장| 피자치즈 300그램| 햄 200그램| 청피망 1개| 빨강파프리카 1개| 노랑파프리카 1개| 양파 1개| 통조림 완두콩 2큰술| 옥수수캔 2큰술| 슬라이스치즈 5~10장| 파인애플통조림 약간 [양념] 설탕 1큰술| 후춧가루 약간| 토마토소스 200그램| 토마토케첩 2큰술,6인분이상,초급,30분이내,20080531184720.0
685904,주말엔 간단하게~~ ☞오므라이스☜,오므라이스,ymgs1888,뽕브라,10592,5.0,25.0,볶음,일상,쌀,밥/죽/떡,오늘은 주말이고.. 간단하게.. 청정원 열린요리교실에서 보내주신.. 맛있는밥&엔을 이용하여 오므라이스를 만들어 먹었어요.^0^ 따로 채소를 썰지 않아도... 밥&엔만 있으면 간단! 볶음밥이 되니.. 주말엔 더없이 좋더라구요~^0^,[재료] 뜨거운 밥 1공기| 맛있는밥&엔 1개| 달걀 1개 [양념] 우유 1큰술,1인분,초급,30분이내,20080601155334.0
